gname,gid,year,ystart,y_start,end,y_end,last_year,duration,base,income_level,num_base,EAP,ECA,LAC,MENA,NA,SAS,SSA,ethnic,language,religion,elevation,tropics,landlock,polity,regime_status,left,nat,rel,right,size,peak_size,lnpeaksize,ercsr,empire,rcsr,pch,sq,tch,mul_bases,pop,poppermillion,gdp,gdp_ppp,gdppercapita,gdppercapita_ppp,import,export,gov,tradeopenness2010usd,logelvation,terr_POP,GovernmentspendingGDP2010us,shr_trans,num_domestic,num_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,num_kidnap,kidnap,state_sponsor_ever,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties,competitor,suicide
Abu Nidal Organization (ANO),9,1981,,1974,0,,,8,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,8882390.667,8.882390667,45351087833,,3228.630526,,,,,,6.032002901,0.112582303,,0,0,0,1,1,0,,,,0,0,0,,,,9,1,,,,0,1,0,,0,,0,,,5.333333,
Abu Nidal Organization (ANO),9,1982,,1974,0,,,9,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,9169663.333,9.169663333,46908434203,,3248.886986,,,,,,6.032002901,0.218110516,,1,0,2,2,29,0,,,,0.5,0,0,,,,9,1,,,,0,6,23,0,,6,,,,5.333333,
Abu Nidal Organization (ANO),9,1983,,1974,0,,,10,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,9459775,9.459775,40775947875,,2750.339147,,,,,,6.032002901,0.528553798,,0.6,2,3,5,115,0,,,,0.48,0,0,,,,9,1,,,,0,113,2,0,0,113,2,0,115,5,
Abu Nidal Organization (ANO),9,1984,,1974,0,,,11,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,9748421.667,9.748421667,40170326340,,2641.828529,,,,,,6.032002901,0.512903542,,0.4,3,2,5,97,0,,,,0.48,0,0,,,,9,1,,,,0,5,92,0,0,5,92,0,97,5,
Abu Nidal Organization (ANO),9,1985,,1974,0,,,12,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,10032936,10.032936,40754361373,,2616.418072,,,,,,6.032002901,0.498358606,,1,0,5,5,244,0,,,,0.32,0,0,,,,9,1,,,,0,78,166,1,2,77,164,3,241,5,
Abu Nidal Organization (ANO),9,1986,,1974,0,,,13,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,10311746,10.311746,42648457381,,2676.170546,,,,,,6.032002901,0.096976787,,1,0,1,1,148,0,,,,0,0,0,,,,9,1,,,,0,21,127,,,,,,,3.6666667,
Abu Nidal Organization (ANO),9,1987,,1974,0,,,14,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,10586901.33,10.58690133,46617016428,,2861.669125,,,,,,6.032002901,0.188912689,,1,0,2,2,0,0,,,,0.5,1,1,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3.6666667,
Abu Nidal Organization (ANO),9,1988,,1974,0,,,15,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,10863765.33,10.86376533,46608141931,,2798.984034,,,,,,6.032002901,0.368196466,,0.75,1,3,4,29,0,,,,0.625,1,1,,,,9,1,,,,0,3,26,0,0,3,26,0,29,3.6666667,
Abu Nidal Organization (ANO),9,1989,,1974,0,,,16,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,11149849.33,11.14984933,45154650457,,2649.891255,,,,,,6.032002901,0.179374621,,1,0,2,2,2,0,,,,0.5,1,1,,,,9,1,,,,0,1,1,0,0,1,1,0,2,3.6666667,
Abu Nidal Organization (ANO),9,1990,,1974,0,,,17,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,11450612.33,11.45061233,71262089057,2.01273E+11,4079.344476,11521.73054,,,,,6.032002901,0.174663148,,0,1,0,2,5,0,,,,0,0,0,,,,9,1,,,,0,5,0,0,0,5,0,0,5,3.6666667,0
Abu Nidal Organization (ANO),9,1991,,1974,0,,,18,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,11767409,11.767409,25620782931,72363527737,1427.921189,4033.031107,,,,,6.032002901,0.169960949,,1,0,2,2,0,0,,,,0.5,1,1,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,0
Abu Nidal Organization (ANO),9,1992,,1974,0,,,19,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,12098758.67,12.09875867,33971161752,95948399092,1840.438704,5198.14861,,,,,6.032002901,0.495918645,,1,0,5,6,12,0,,,,0,0,0,,,,9,1,,,,0,3,9,0,0,3,9,0,12,3.6666667,0
Abu Nidal Organization (ANO),9,1993,,1974,0,,,20,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,12443791,12.443791,44260969488,1.25011E+11,2328.064523,6575.402561,,,,,6.032002901,0.080361363,,1,0,1,1,1,0,,,,0,0,0,,,,9,1,,,,0,1,0,0,0,1,0,0,1,3.6666667,0
Abu Nidal Organization (ANO),9,1994,,1974,0,,,21,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,12800646.33,12.80064633,45967022408,1.2983E+11,2345.586662,6624.892218,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3.6666667,0
Abu Nidal Organization (ANO),9,1995,,1974,0,,,22,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,13167559,13.167559,46941533228,1.32582E+11,2322.873826,6560.741918,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,0
Abu Nidal Organization (ANO),9,1996,,1974,0,,,23,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,13545687.67,13.54568767,52114859810,1.47194E+11,2500.006107,7061.035635,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3.666667,0
Abu Nidal Organization (ANO),9,1997,,1974,0,,,24,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,13934672,13.934672,63182980052,1.78454E+11,2937.47386,8296.622773,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3,0
Abu Nidal Organization (ANO),9,1998,,1974,0,,,25,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,14329320.67,14.32932067,85206731247,2.40659E+11,3839.827458,10845.23691,,,,,6.032002901,0.069786979,,0,1,0,1,10,0,,,,0,0,0,,,,9,1,,,,0,10,0,0,0,10,0,0,10,2.666667,0
Abu Nidal Organization (ANO),9,1999,,1974,0,,,26,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,14722803.67,14.72280367,73255031482,1.98106E+11,6581.012795,16919.67713,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3,0
Abu Nidal Organization (ANO),9,2000,,1974,0,,,27,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,15110670.67,15.11067067,74811734619,2.02179E+11,6639.264383,17049.18333,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3,0
Abu Nidal Organization (ANO),9,2001,,1974,0,,,28,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,15486371.33,15.48637133,75559479374,2.04452E+11,6478.850037,16652.2039,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3.333333,0
Abu Nidal Organization (ANO),9,2002,,1974,1,2002,2002,29,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,15851571.67,15.85157167,71747289871,1.9377E+11,6166.84816,15812.42765,,,,,6.032002901,0,,0,0,0,0,0,1,,,,0,0,0,,,,9,1,,,,2,0,0,0,0,0,0,0,0,3.333333,0
Abu Salim Martyr's Brigade,10,2011,2011,2011,0,,,1,Libya,UM,1,0,0,0,1,0,0,0,0.792,0.0758,0.057,423.6434,0.1503098,0,0,NF,0,0,1,0,,,,0,0,0,1,0,0,0,6193501,6.193501,28357141373,69322560014,4578.531815,11192.79064,13390365429,14456423208,,0.982002673,6.048892064,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,3,0
Abu Salim Martyr's Brigade,10,2012,,2011,0,,,2,Libya,UM,1,0,0,0,1,0,0,0,0.792,0.0758,0.057,423.6434,0.1503098,0,0,PF,0,0,1,0,,,,0,0,0,1,0,0,0,6198258,6.198258,63275999067,1.54686E+11,10208.67461,24956.37515,29897103122,45985110992,,1.199225856,6.048892064,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,8,0
Abu Salim Martyr's Brigade,10,2013,,2011,0,,,3,Libya,UM,1,0,0,0,1,0,0,0,0.792,0.0758,0.057,423.6434,0.1503098,0,0,PF,0,0,1,0,,,,0,0,0,1,0,0,0,6195970,6.19597,54670463193,1.33649E+11,8823.551953,21570.27049,41150327503,35031364198,,1.393470756,6.048892064,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,9,0
Abu Salim Martyr's Brigade,10,2014,,2011,0,,,4,Libya,UM,1,0,0,0,1,0,0,0,0.792,0.0758,0.057,423.6434,0.1503098,0,0,NF,0,0,1,0,,,,0,0,0,1,0,0,0,6204108,6.204108,41549552027,1.01573E+11,6697.103279,16371.90215,41360474254,15891822465,,1.377928135,6.048892064,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,15,0
Abu Salim Martyr's Brigade,10,2015,,2011,0,,,5,Libya,UM,1,0,0,0,1,0,0,0,0.792,0.0758,0.057,423.6434,0.1503098,0,0,NF,0,0,1,0,,,,0,0,0,1,0,0,0,6234955,6.234955,37867414356,92571605498,6073.4062,14847.19705,34864018361,13131039380,,1.26745009,6.048892064,0.160386081,,1,0,1,1,0,0,,,,0,1,1,,,,9,,,,,2,0,0,0,0,0,0,0,0,16,0
Abu Salim Martyr's Brigade,10,2016,,2011,0,,2016,6,Libya,UM,1,0,0,0,1,0,0,0,0.792,0.0758,0.057,423.6434,0.1503098,0,0,NF,0,0,1,0,,,,0,0,0,1,0,0,0,6293253,6.293253,36808842591,89983795122,5848.937361,14298.45505,,,,,6.048892064,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,17,0
Abu Sayyaf Group (ASG),11,1991,1991,1991,0,,,1,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,63508459,63.508459,93973391366,2.46985E+11,1479.698812,3889.005127,23403512784,22263863583,11580236038,0.485960714,6.091296081,0,0.123228883,0,0,0,0,0,0,,,,0,0,0,1,1,1,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Abu Sayyaf Group (ASG),11,1992,,1991,0,,,2,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,65075486,65.075486,94290648382,2.47819E+11,1448.942669,3808.17057,25437851476,23217445300,11478800590,0.516014023,6.091296081,0,0.121738484,0,0,0,0,0,0,,,,0,0,0,1,1,1,9,1,,,,0,0,0,0,0,0,0,0,0,5,0
Abu Sayyaf Group (ASG),11,1993,,1991,0,,,3,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,66650247,66.650247,96286128143,2.53063E+11,1444.647732,3796.882439,28363961095,24661858109,12185944656,0.550710889,6.091296081,0.030007391,0.126559712,1,0,2,2,47,0,,,,0,2,1,1,1,1,9,1,,,,0,41,6,41,6,0,0,47,0,6,0
Abu Sayyaf Group (ASG),11,1994,,1991,0,,,4,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,68236230,68.23623,1.00511E+11,2.64167E+11,1472.982912,3871.354122,32477398499,29542665537,12932086398,0.617048751,6.091296081,0.1025848,0.128663649,0.5,3,3,7,101,0,,,,0.489795918,3,1,1,1,1,9,1,,,,0,35,66,2,0,33,66,2,99,6,0
Abu Sayyaf Group (ASG),11,1995,,1991,0,,,5,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,100,100,4.605170186,1,1,0,0,0,0,0,69835715,69.835715,1.05213E+11,2.76526E+11,1506.5843,3959.666668,37678882616,33098498290,13651261664,0.672703158,6.091296081,0.071596604,0.129748328,0.8,1,4,5,118,0,,,,0.32,4,1,1,1,1,9,1,,,,0,117,1,41,0,76,1,41,77,6,0
Abu Sayyaf Group (ASG),11,1996,,1991,0,,,6,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,71446107,71.446107,1.11364E+11,2.92692E+11,1558.713809,4096.675582,43985649131,38197217799,14214861086,0.737965969,6.091296081,0.111972511,0.127643195,0,5,0,8,28,0,,,,0.40625,0,0,1,1,1,9,1,,,,0,2,26,0,0,2,26,0,28,6,0
Abu Sayyaf Group (ASG),11,1997,,1991,0,,,7,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,73064764,73.064764,1.17139E+11,3.07869E+11,1603.216868,4213.64035,49919474071,44748139561,14873672926,0.808167106,6.091296081,0.027372976,0.126974926,0.5,1,1,2,2,0,,,,0.5,1,1,1,1,1,9,1,,,,0,2,0,,0,,0,,,6,0
Abu Sayyaf Group (ASG),11,1998,,1991,0,,,8,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,100,100,4.605170186,1,1,0,0,0,0,0,74693695,74.693695,1.16463E+11,3.06093E+11,1559.209277,4097.977794,42582259697,35335895654,14583679552,0.669037265,6.091296081,0.093716076,0.125221459,0.571428571,3,4,7,32,0,0,1,1,0.612244898,3,1,1,1,1,0,1,2,0,0,2,4,28,0,0,4,28,0,32,6,0
Abu Sayyaf Group (ASG),11,1999,,1991,0,,,9,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,76335812,76.335812,1.20052E+11,3.15527E+11,1572.687767,4133.402513,43305728796,38928510412,14054217780,0.684986229,6.091296081,0.117900102,0.117067364,0.111111111,8,1,9,118,0,0,1,1,0.197530864,1,1,1,1,1,0,1,2,0,0,0,11,107,0,0,11,107,0,118,6,0
Abu Sayyaf Group (ASG),11,2000,,1991,0,,,10,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,1000,1000,6.907755279,1,1,0,0,0,0,0,77991569,77.991569,1.25348E+11,3.29445E+11,1607.201616,4224.113226,48413492933,44270829415,13919533046,0.739415008,6.091296081,0.192328481,0.111046954,0.333333333,10,5,15,95,0,1,0,1,0.657777778,6,1,1,1,1,0,1,2,0,0,0,19,76,2,0,17,76,2,93,6,1
Abu Sayyaf Group (ASG),11,2001,,1991,0,,,11,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,,1000,6.907755279,1,1,0,0,0,0,0,79665315,79.665315,1.28976E+11,3.38979E+11,1618.969757,4255.042738,48999660728,41142694055,13696506408,0.698909406,6.091296081,0.138077657,0.106194443,0.272727273,8,3,11,137,0,0,0,1,0.743801653,3,1,1,1,1,0,1,2,0,0,0,44,93,1,0,43,93,1,136,6,0
Abu Sayyaf Group (ASG),11,2002,,1991,0,,,12,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,100,100,4.605170186,1,1,0,0,0,0,0,81352060,81.35206,1.33678E+11,3.51338E+11,1643.204441,4318.73733,53929468712,43060875343,13152498782,0.725551668,6.091296081,0.184383776,0.098389355,0.266666667,11,4,15,305,0,1,0,1,0.648888889,2,1,1,1,1,0,1,3,0,0,0,34,271,2,0,32,271,2,303,5,0
Abu Sayyaf Group (ASG),11,2003,,1991,0,,,13,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,83031954,83.031954,1.40322E+11,3.68801E+11,1689.98021,4441.675324,55348702787,45003224428,13626627939,0.715152794,6.091296081,0.024087112,0.097109456,0,2,0,2,7,0,0,1,1,0.5,0,0,1,1,1,0,1,3,0,0,1,0,7,0,0,0,7,0,7,5,0
Abu Sayyaf Group (ASG),11,2004,,1991,0,,,14,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,F,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,84678493,84.678493,1.49721E+11,3.93502E+11,1768.106838,4647.010934,58777033185,50745619053,13899776321,0.731513471,6.091296081,0.035428122,0.092838088,0.333333333,2,1,3,10,0,0,1,1,0.444444444,1,1,1,1,1,0,1,3,0,0,0,7,3,0,0,7,3,0,10,6,0
Abu Sayyaf Group (ASG),11,2005,,1991,0,,,15,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,86274237,86.274237,1.56874E+11,4.12302E+11,1818.315432,4778.97122,60690795095,53258751948,14185651730,0.72637728,6.091296081,0.104318512,0.09042717,0,9,0,9,129,0,0,1,1,0.197530864,0,0,1,1,1,0,1,3,0,0,0,10,119,1,0,9,119,1,128,6,0
Abu Sayyaf Group (ASG),11,2006,,1991,0,,,16,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,100,100,4.605170186,1,1,0,0,0,0,0,87809419,87.809419,1.65099E+11,4.33919E+11,1880.192448,4941.598931,62799601943,59968075545,15691059544,0.743602143,6.091296081,0.0227766,0.095040533,1,0,1,2,4,0,1,1,1,0.5,1,1,1,1,1,0,1,3,0,0,2,0,4,0,0,0,4,0,4,6,0
Abu Sayyaf Group (ASG),11,2007,,1991,0,,,17,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,89293490,89.29349,1.76023E+11,4.6263E+11,1971.28171,5181.003468,63881261566,64014562990,16774497653,0.726587423,6.091296081,0.044796099,0.095297396,0.25,3,1,4,22,0,1,1,1,0.375,1,1,1,1,1,0,1,3,0,0,0,10,12,0,0,10,12,0,22,7,0
Abu Sayyaf Group (ASG),11,2008,,1991,0,,,18,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,90751864,90.751864,1.83332E+11,4.81842E+11,2020.15041,5309.442188,64903585647,62301808742,16822918912,0.69385108,6.091296081,0.022038115,0.091761835,0,2,0,2,6,0,1,0,1,0.5,1,1,1,1,1,0,1,3,0,0,0,0,6,0,0,0,6,0,6,9,0
Abu Sayyaf Group (ASG),11,2009,,1991,0,,,19,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,92220879,92.220879,1.85438E+11,4.87375E+11,2010.799316,5284.865261,59648973112,57422300861,18657990731,0.631324085,6.091296081,0.065061189,0.100615963,0,6,0,6,22,0,1,0,1,0.5,1,1,1,1,1,0,1,3,0,0,0,10,12,5,0,5,12,5,17,9,0
Abu Sayyaf Group (ASG),11,2010,,1991,0,,,20,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,100,100,4.605170186,1,1,0,0,0,0,0,93726624,93.726624,1.99591E+11,5.24573E+11,2129.499247,5596.837288,73082553916,69464160334,19403620507,0.714194903,6.091296081,0.074685289,0.097217021,0.285714286,5,2,7,42,0,0,0,1,0.489795918,3,1,1,1,1,0,1,2,0,0,0,7,35,2,0,5,35,2,40,9,1
Abu Sayyaf Group (ASG),11,2011,,1991,0,,,21,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,95277940,95.27794,2.06895E+11,5.43771E+11,2171.492182,5707.204842,72674099362,67703201564,19808249687,0.678494387,6.091296081,0.073469263,0.095740452,0,7,0,7,31,0,1,0,1,0,0,0,1,,,0,1,2,0,0,0,7,24,0,1,7,23,1,30,9,0
Abu Sayyaf Group (ASG),11,2012,,1991,0,,,22,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,100,100,4.605170186,1,1,0,0,0,0,0,96866642,96.866642,2.20724E+11,5.80115E+11,2278.635911,5988.804388,76736309150,73511397606,22873512934,0.680704576,6.091296081,0.175499012,0.103629568,0.176470588,14,3,17,114,0,1,0,1,0.698961938,6,1,1,,,0,1,2,0,0,0,16,98,1,0,15,98,1,113,9,0
Abu Sayyaf Group (ASG),11,2013,,1991,0,,,23,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,98481032,98.481032,2.36316E+11,6.21095E+11,2399.60719,6306.746066,80131130008,72797908892,24018058669,0.647138464,6.091296081,0.243701752,0.101635436,0.291666667,17,7,24,23,0,,,,0.447916667,17,1,1,,,9,1,,,,0,12,11,1,0,11,11,1,22,9,1
Abu Sayyaf Group (ASG),11,2014,,1991,0,,,24,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,100102249,100.102249,2.50838E+11,6.59263E+11,2505.818865,6585.895949,88075250173,81989928882,24803893232,0.677987819,6.091296081,0.469519921,0.098884072,0.386363636,27,17,47,62,0,,,,0.598298677,25,1,1,,,9,1,,,,0,27,35,0,0,27,35,0,62,11,0
Abu Sayyaf Group (ASG),11,2015,,1991,0,,,25,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,101716359,101.716359,2.66055E+11,6.99258E+11,2615.659102,6874.582566,1.00954E+11,88942468098,26677221953,0.713749592,6.091296081,0.717682,0.100269455,0.15625,54,10,73,174,0,,,,0.626383937,21,1,1,,,9,1,,,,0,25,149,3,0,22,149,3,171,12,0
Abu Sayyaf Group (ASG),11,2016,,1991,0,,2016,26,Philippines,LM,1,1,0,0,0,0,0,0,0.2385,0.836,0.3056,441.9939,1,0,8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,0,103320222,103.320222,2.84349E+11,7.47336E+11,2752.109121,7233.206103,1.19633E+11,98442418114,28929620387,0.766930526,6.091296081,0.503289666,0.101740005,0.446808511,26,21,52,27,0,,,,0.624260355,24,1,1,,,9,1,,,,0,10,17,5,0,5,17,5,22,12,0
Achik National Volunteer Council (ANVC),12,1995,1995,1995,0,,,1,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,2.666666667,PF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,374142486,374.142486,2.20428E+11,7.22349E+11,438.0956237,1467.15378,40325617145,31951364556,35970404238,0.327893388,6.15252778,0,0.163184149,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,17.66666667,0
